document_id,local_id,segment_id,annotation_id,surface,normalized,category,subtype,tei_element,evidence_status,certainty,start,end,note,source_url
co-ahrb-cab-001-d0016,cab-001-016,cab-001-016_s001,cab-001-016_cab-001-016_s001_a001,Tunja,Tunja,place,historical_place,placeName,explicit,high,16,21,,https://zasqua.org/co-ahrb-cab-001-d016/
co-ahrb-cab-001-d0016,cab-001-016,cab-001-016_s001,cab-001-016_cab-001-016_s001_a002,21 de Junio 1548,21 de Junio 1548,date,calendar_date,date,explicit,high,23,39,,https://zasqua.org/co-ahrb-cab-001-d016/
co-ahrb-cab-001-d0016,cab-001-016,cab-001-016_s001,cab-001-016_cab-001-016_s001_a003,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,70,77,,https://zasqua.org/co-ahrb-cab-001-d016/
co-ahrb-cab-001-d0016,cab-001-016,cab-001-016_s001,cab-001-016_cab-001-016_s001_a004,Real Servicio,Real Servicio,historical_concept,real_service,term,explicit,high,106,119,,https://zasqua.org/co-ahrb-cab-001-d016/
co-ahrb-cab-001-d0016,cab-001-016,cab-001-016_s002,cab-001-016_cab-001-016_s002_a001,leyó,leyó,legal_or_procedural_act,reading,rs,explicit,high,17,21,,https://zasqua.org/co-ahrb-cab-001-d016/
co-ahrb-cab-001-d0016,cab-001-016,cab-001-016_s002,cab-001-016_cab-001-016_s002_a002,orden,orden,normative_source,order,rs,explicit,high,25,30,,https://zasqua.org/co-ahrb-cab-001-d016/
co-ahrb-cab-001-d0016,cab-001-016,cab-001-016_s002,cab-001-016_cab-001-016_s002_a003,Gobernador,Gobernador,role_or_office,office_or_procedural_role,rs,explicit,high,35,45,,https://zasqua.org/co-ahrb-cab-001-d016/
co-ahrb-cab-001-d0016,cab-001-016,cab-001-016_s002,cab-001-016_cab-001-016_s002_a004,Juan de Orozco,Juan de Orozco,person,historical_person,persName,explicit,high,46,60,,https://zasqua.org/co-ahrb-cab-001-d016/
co-ahrb-cab-001-d0016,cab-001-016,cab-001-016_s002,cab-001-016_cab-001-016_s002_a005,acató,acató,legal_or_procedural_act,obedience,rs,explicit,high,65,70,,https://zasqua.org/co-ahrb-cab-001-d016/
co-ahrb-cab-001-d0016,cab-001-016,cab-001-016_s002,cab-001-016_cab-001-016_s002_a006,ejecutar,ejecutar,legal_or_procedural_act,execution,rs,explicit,high,79,87,,https://zasqua.org/co-ahrb-cab-001-d016/
