document_id,local_id,segment_id,annotation_id,surface,normalized,category,subtype,tei_element,evidence_status,certainty,start,end,note,source_url
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s001,cab-001-008_cab-001-008_s001_a001,Tunja,Tunja,place,historical_place,placeName,explicit,high,16,21,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s001,cab-001-008_cab-001-008_s001_a002,Nuevo Reino de Granada,Nuevo Reino de Granada,place,historical_place,placeName,explicit,high,26,48,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s001,cab-001-008_cab-001-008_s001_a003,20 de Diciembre 1547,20 de Diciembre 1547,date,calendar_date,date,explicit,high,57,77,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s001,cab-001-008_cab-001-008_s001_a004,Cabildo Justicia y Regimiento,Cabildo Justicia y Regimiento,institution,cabildo,orgName,explicit,high,91,120,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s002,cab-001-008_cab-001-008_s002_a001,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,17,24,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s003,cab-001-008_cab-001-008_s003_a001,acordó,acordó,legal_or_procedural_act,decision,rs,explicit,high,3,9,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s003,cab-001-008_cab-001-008_s003_a002,nombrar,nombrar,legal_or_procedural_act,appointment,rs,explicit,high,10,17,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s003,cab-001-008_cab-001-008_s003_a003,escribano público,escribano público,role_or_office,office_or_procedural_role,rs,explicit,high,22,39,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s003,cab-001-008_cab-001-008_s003_a004,Tunja,Tunja,place,historical_place,placeName,explicit,high,43,48,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s004,cab-001-008_cab-001-008_s004_a001,Alcalde ordinario,Alcalde ordinario,role_or_office,office_or_procedural_role,rs,explicit,high,93,110,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s004,cab-001-008_cab-001-008_s004_a002,vecinos,vecinos,historical_social_legal_category,status_category,term,explicit,high,141,148,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s005,cab-001-008_cab-001-008_s005_a001,Martin de San Juan,Martin de San Juan,person,historical_person,persName,explicit,high,4,22,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s005,cab-001-008_cab-001-008_s005_a002,Alquacil Mayor,Alquacil Mayor,role_or_office,office_or_procedural_role,rs,explicit,high,23,37,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s005,cab-001-008_cab-001-008_s005_a003,presentó,presentó,legal_or_procedural_act,presentation,rs,explicit,high,39,47,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s005,cab-001-008_cab-001-008_s005_a004,petición,petición,legal_or_procedural_act,petition,rs,explicit,high,52,60,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s005,cab-001-008_cab-001-008_s005_a005,nombramiento,nombramiento,legal_or_procedural_act,appointment,rs,explicit,high,77,89,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s005,cab-001-008_cab-001-008_s005_a006,carcelero,carcelero,role_or_office,office_or_procedural_role,rs,explicit,high,96,105,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008,cab-001-008_s005,cab-001-008_cab-001-008_s005_a007,Pedro Gómez,Pedro Gómez,person,historical_person,persName,explicit,high,142,153,,https://zasqua.org/co-ahrb-cab-001-d008/
