document_id,segment_id,relation_id,subject,predicate,object,basis,certainty,note,source_url
co-ahrb-cab-001-d008,cab-001-008_s001,cab-001-008_cab-001-008_s001_r001,Cabildo Justicia y Regimiento,associatedWithPlace,Tunja,inferred,high,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008_s003,cab-001-008_cab-001-008_s003_r001,cab-001-008_s003,containsLegalAct,decision,explicit,high,Expresión: acordó,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008_s003,cab-001-008_cab-001-008_s003_r002,cab-001-008_s003,containsLegalAct,appointment,explicit,high,Expresión: nombrar,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008_s005,cab-001-008_cab-001-008_s005_r001,Martin de San Juan,holdsOrPerformsRole,Alquacil Mayor,explicit,medium,Proximidad textual entre nombre y oficio/rol; requiere revisión histórica si la sintaxis es ambigua.,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008_s005,cab-001-008_cab-001-008_s005_r002,Pedro Gómez,holdsOrPerformsRole,carcelero,explicit,medium,Proximidad textual entre nombre y oficio/rol; requiere revisión histórica si la sintaxis es ambigua.,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008_s005,cab-001-008_cab-001-008_s005_r003,Martin de San Juan,presentsOrRequests,Petition,explicit,high,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008_s005,cab-001-008_cab-001-008_s005_r004,Autoridad implícita del segmento,appointsOrDesignates,Pedro Gómez,inferred,medium,,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008_s005,cab-001-008_cab-001-008_s005_r005,cab-001-008_s005,containsLegalAct,presentation,explicit,high,Expresión: presentó,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008_s005,cab-001-008_cab-001-008_s005_r006,cab-001-008_s005,containsLegalAct,petition,explicit,high,Expresión: petición,https://zasqua.org/co-ahrb-cab-001-d008/
co-ahrb-cab-001-d008,cab-001-008_s005,cab-001-008_cab-001-008_s005_r007,cab-001-008_s005,containsLegalAct,appointment,explicit,high,Expresión: nombramiento,https://zasqua.org/co-ahrb-cab-001-d008/
