document_id,local_id,segment_id,annotation_id,surface,normalized,category,subtype,tei_element,evidence_status,certainty,start,end,note,source_url
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s001,cab-001-006_cab-001-006_s001_a001,Pedro de Colmenares,Pedro de Colmenares,person,historical_person,persName,explicit,high,4,23,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s001,cab-001-006_cab-001-006_s001_a002,Alonso Tellez,Alonso Tellez,person,historical_person,persName,explicit,high,26,39,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s001,cab-001-006_cab-001-006_s001_a003,descubridores,descubridores,historical_social_legal_category,historical_status_category,term,explicit,high,95,108,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s001,cab-001-006_cab-001-006_s001_a004,comendaderos,comendaderos,historical_social_legal_category,office_status_category,term,explicit,high,111,123,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s001,cab-001-006_cab-001-006_s001_a005,nuevas leyes,nuevas leyes,normative_source,new_laws,rs,explicit,high,167,179,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s001,cab-001-006_cab-001-006_s001_a006,Indios,Indios,historical_social_legal_category,colonial_legal_social_category,term,explicit,high,201,207,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s001,cab-001-006_cab-001-006_s001_a007,Rio Grande,Rio Grande,place,historical_place,placeName,explicit,high,349,359,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s002,cab-001-006_cab-001-006_s002_a001,Nombrar,Nombrar,legal_or_procedural_act,appointment,rs,explicit,high,0,7,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s002,cab-001-006_cab-001-006_s002_a002,regidores,regidores,role_or_office,office_or_procedural_role,rs,explicit,high,8,17,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s002,cab-001-006_cab-001-006_s002_a003,descubridores,descubridores,historical_social_legal_category,historical_status_category,term,explicit,high,77,90,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s002,cab-001-006_cab-001-006_s002_a004,Nuevo Reino,Nuevo Reino,place,historical_place,placeName,explicit,high,95,106,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s003,cab-001-006_cab-001-006_s003_a001,su majestad,su majestad,historical_concept,majesty,term,explicit,high,18,29,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s003,cab-001-006_cab-001-006_s003_a002,Real Audencia,Real Audencia,institution,audiencia,orgName,explicit,high,130,143,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s003,cab-001-006_cab-001-006_s003_a003,Indigenas,Indigenas,historical_social_legal_category,colonial_legal_social_category,term,explicit,high,210,219,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s003,cab-001-006_cab-001-006_s003_a004,naturales,naturales,historical_social_legal_category,colonial_legal_social_category,term,explicit,high,222,231,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s004,cab-001-006_cab-001-006_s004_a001,Tunja,Tunja,place,historical_place,placeName,explicit,high,54,59,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s004,cab-001-006_cab-001-006_s004_a002,Indios,Indios,historical_social_legal_category,colonial_legal_social_category,term,explicit,high,94,100,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s004,cab-001-006_cab-001-006_s004_a003,Caribes,Caribes,historical_social_legal_category,ethnohistorical_category,term,explicit,high,133,140,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s004,cab-001-006_cab-001-006_s004_a004,castigados,castigados,legal_or_procedural_act,punishment,rs,explicit,high,192,202,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s004,cab-001-006_cab-001-006_s004_a005,españoles,españoles,historical_social_legal_category,colonial_social_category,term,explicit,high,211,220,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s005,cab-001-006_cab-001-006_s005_a001,costumbre,costumbre,historical_concept,custom,term,explicit,high,14,23,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s005,cab-001-006_cab-001-006_s005_a002,penas,penas,legal_or_procedural_act,penalty,rs,explicit,high,88,93,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s005,cab-001-006_cab-001-006_s005_a003,Indios,Indios,historical_social_legal_category,colonial_legal_social_category,term,explicit,high,105,111,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s005,cab-001-006_cab-001-006_s005_a004,castigarlos,castigarlos,legal_or_procedural_act,punishment,rs,explicit,high,127,138,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s005,cab-001-006_cab-001-006_s005_a005,vecinos,vecinos,historical_social_legal_category,status_category,term,explicit,high,168,175,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s005,cab-001-006_cab-001-006_s005_a006,carta Real Provisión,carta Real Provisión,normative_source,real_provision,rs,explicit,high,223,243,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s006,cab-001-006_cab-001-006_s006_a001,repartimientos,repartimientos,legal_or_procedural_act,repartimiento,rs,explicit,high,35,49,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s006,cab-001-006_cab-001-006_s006_a002,Indios,Indios,historical_social_legal_category,colonial_legal_social_category,term,explicit,high,63,69,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s006,cab-001-006_cab-001-006_s006_a003,descubridores,descubridores,historical_social_legal_category,historical_status_category,term,explicit,high,85,98,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s006,cab-001-006_cab-001-006_s006_a004,conquistadores,conquistadores,historical_social_legal_category,historical_status_category,term,explicit,high,101,115,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s006,cab-001-006_cab-001-006_s006_a005,Nuevo Reino de Granada,Nuevo Reino de Granada,place,historical_place,placeName,explicit,high,120,142,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s007,cab-001-006_cab-001-006_s007_a001,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,17,24,,https://zasqua.org/co-ahrb-cab-001-d006/
co-ahrb-cab-001-d006,cab-001-006,cab-001-006_s007,cab-001-006_cab-001-006_s007_a002,acordaron,acordaron,legal_or_procedural_act,decision,rs,explicit,high,25,34,,https://zasqua.org/co-ahrb-cab-001-d006/
