document_id,local_id,segment_id,annotation_id,surface,normalized,category,subtype,tei_element,evidence_status,certainty,start,end,note,source_url
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s001,cab-001-018_cab-001-018_s001_a001,Tunja,Tunja,place,historical_place,placeName,explicit,high,16,21,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s001,cab-001-018_cab-001-018_s001_a002,Nuevo Reino de Granada,Nuevo Reino de Granada,place,historical_place,placeName,explicit,high,26,48,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s001,cab-001-018_cab-001-018_s001_a003,12 de Septiembre de 1553,12 de Septiembre de 1553,date,calendar_date,date,explicit,high,50,74,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s001,cab-001-018_cab-001-018_s001_a004,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,105,112,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s001,cab-001-018_cab-001-018_s001_a005,Juan Montaño,Juan Montaño,person,historical_person,persName,explicit,high,133,145,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s001,cab-001-018_cab-001-018_s001_a006,Oidor,Oidor,role_or_office,office_or_procedural_role,rs,explicit,high,146,151,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s001,cab-001-018_cab-001-018_s001_a007,Juez de Comisión,Juez de Comisión,role_or_office,office_or_procedural_role,rs,explicit,high,169,185,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s001,cab-001-018_cab-001-018_s001_a008,orden,orden,normative_source,order,rs,explicit,high,198,203,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s001,cab-001-018_cab-001-018_s001_a009,poder,poder,legal_or_procedural_act,grant_of_power,rs,explicit,high,259,264,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s001,cab-001-018_cab-001-018_s001_a010,capitán,capitán,role_or_office,office_or_procedural_role,rs,explicit,high,279,286,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s001,cab-001-018_cab-001-018_s001_a011,Luis Lanchero,Luis Lanchero,person,historical_person,persName,explicit,high,287,300,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s001,cab-001-018_cab-001-018_s001_a012,Tunja,Tunja,place,historical_place,placeName,explicit,high,330,335,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s002,cab-001-018_cab-001-018_s002_a001,pregón,pregón,legal_or_procedural_act,proclamation,rs,explicit,high,24,30,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s002,cab-001-018_cab-001-018_s002_a002,negro,negro,historical_social_legal_category,colonial_status_category,term,explicit,high,82,87,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s002,cab-001-018_cab-001-018_s002_a003,Miguel Diaz de Armendaris,Miguel Diaz de Armendaris,person,historical_person,persName,explicit,high,158,183,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s002,cab-001-018_cab-001-018_s002_a004,Alonso Tellez,Alonso Tellez,person,historical_person,persName,explicit,high,209,222,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s003,cab-001-018_cab-001-018_s003_a001,negro,negro,historical_social_legal_category,colonial_status_category,term,explicit,high,91,96,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s003,cab-001-018_cab-001-018_s003_a002,pena,pena,legal_or_procedural_act,penalty,rs,explicit,high,126,130,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s003,cab-001-018_cab-001-018_s003_a003,cámara del Rey,cámara del Rey,institution,royal_chamber,orgName,explicit,high,209,223,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s004,cab-001-018_cab-001-018_s004_a001,capitan,capitan,role_or_office,office_or_procedural_role,rs,explicit,high,53,60,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s004,cab-001-018_cab-001-018_s004_a002,juramento,juramento,legal_or_procedural_act,oath,rs,explicit,high,85,94,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s004,cab-001-018_cab-001-018_s004_a003,fidelidad,fidelidad,historical_concept,fidelity,term,explicit,high,98,107,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s004,cab-001-018_cab-001-018_s004_a004,Santafé,Santafé,place,historical_place,placeName,explicit,high,162,169,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s004,cab-001-018_cab-001-018_s004_a005,9 Septiembre 1553,9 Septiembre 1553,date,calendar_date,date,explicit,high,171,188,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s005,cab-001-018_cab-001-018_s005_a001,Orden,Orden,normative_source,order,rs,explicit,high,0,5,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s005,cab-001-018_cab-001-018_s005_a002,Bartolomé Gonzalez de la Peña,Bartolomé Gonzalez de la Peña,person,historical_person,persName,explicit,high,15,44,,https://zasqua.org/co-ahrb-cab-001-d018/
co-ahrb-cab-001-d0018,cab-001-018,cab-001-018_s005,cab-001-018_cab-001-018_s005_a003,Juez,Juez,role_or_office,office_or_procedural_role,rs,explicit,high,45,49,,https://zasqua.org/co-ahrb-cab-001-d018/
