document_id,local_id,segment_id,annotation_id,surface,normalized,category,subtype,tei_element,evidence_status,certainty,start,end,note,source_url
co-ahrb-cab-001-d0046,cab-001-046,cab-001-046_s001,cab-001-046_cab-001-046_s001_a001,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,6,13,,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046,cab-001-046_s001,cab-001-046_cab-001-046_s001_a002,7 de Marzo de 1550,7 de Marzo de 1550,date,calendar_date,date,explicit,high,18,36,,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046,cab-001-046_s001,cab-001-046_cab-001-046_s001_a003,Gobernador,Gobernador,role_or_office,office_or_procedural_role,rs,explicit,high,115,125,,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046,cab-001-046_s001,cab-001-046_cab-001-046_s001_a004,Miguel Diaz de Armendaris,Miguel Diaz de Armendaris,person,historical_person,persName,explicit,high,126,151,,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046,cab-001-046_s001,cab-001-046_cab-001-046_s001_a005,ordenó,ordenó,legal_or_procedural_act,order_event,rs,explicit,high,152,158,,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046,cab-001-046_s002,cab-001-046_cab-001-046_s002_a001,8 de marzo 1550,8 de marzo 1550,date,calendar_date,date,explicit,high,0,15,,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046,cab-001-046_s002,cab-001-046_cab-001-046_s002_a002,ordenó,ordenó,legal_or_procedural_act,order_event,rs,explicit,high,20,26,,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046,cab-001-046_s002,cab-001-046_cab-001-046_s002_a003,pregón,pregón,legal_or_procedural_act,proclamation,rs,explicit,high,34,40,,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046,cab-001-046_s003,cab-001-046_cab-001-046_s003_a001,21 de marzo 1550,21 de marzo 1550,date,calendar_date,date,explicit,high,0,16,,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046,cab-001-046_s004,cab-001-046_cab-001-046_s004_a001,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,8,15,,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046,cab-001-046_s004,cab-001-046_cab-001-046_s004_a002,Alonso Tellez,Alonso Tellez,person,historical_person,persName,explicit,high,16,29,,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046,cab-001-046_s004,cab-001-046_cab-001-046_s004_a003,Pedro de Colmenares,Pedro de Colmenares,person,historical_person,persName,explicit,high,32,51,,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046,cab-001-046_s005,cab-001-046_cab-001-046_s005_a001,provisión,provisión,normative_source,provision,rs,explicit,high,4,13,,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046,cab-001-046_s006,cab-001-046_cab-001-046_s006_a001,provisión,provisión,normative_source,provision,rs,explicit,high,4,13,,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046,cab-001-046_s007,cab-001-046_cab-001-046_s007_a001,cédula,cédula,normative_source,royal_cedula,rs,explicit,high,4,10,,https://zasqua.org/co-ahrb-cab-001-d046/
