document_id,segment_id,relation_id,subject,predicate,object,basis,certainty,note,source_url
co-ahrb-cab-001-d0046,cab-001-046_s001,cab-001-046_cab-001-046_s001_r001,Miguel Diaz de Armendaris,holdsOrPerformsRole,Gobernador,explicit,medium,Proximidad textual entre nombre y oficio/rol; requiere revisión histórica si la sintaxis es ambigua.,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s001,cab-001-046_cab-001-046_s001_r002,cab-001-046_s001,containsLegalAct,order_event,explicit,high,Expresión: ordenó,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s002,cab-001-046_cab-001-046_s002_r001,cab-001-046_s002,containsLegalAct,order_event,explicit,high,Expresión: ordenó,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s002,cab-001-046_cab-001-046_s002_r002,cab-001-046_s002,containsLegalAct,proclamation,explicit,high,Expresión: pregón,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s005,cab-001-046_cab-001-046_s005_r001,provisión,isMentionedIn,cab-001-046_s005,explicit,high,Fuente normativa identificada en el segmento.,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s006,cab-001-046_cab-001-046_s006_r001,provisión,isMentionedIn,cab-001-046_s006,explicit,high,Fuente normativa identificada en el segmento.,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s007,cab-001-046_cab-001-046_s007_r001,cédula,isMentionedIn,cab-001-046_s007,explicit,high,Fuente normativa identificada en el segmento.,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s008,cab-001-046_cab-001-046_s008_r001,provisión,isMentionedIn,cab-001-046_s008,explicit,high,Fuente normativa identificada en el segmento.,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s008,cab-001-046_cab-001-046_s008_r002,orden,isMentionedIn,cab-001-046_s008,explicit,high,Fuente normativa identificada en el segmento.,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s008,cab-001-046_cab-001-046_s008_r003,provisión,concernsCategory,judios,explicit,medium,"Coocurrencia normativa; relación temática, no atribución de identidad.",https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s008,cab-001-046_cab-001-046_s008_r004,orden,concernsCategory,judios,explicit,medium,"Coocurrencia normativa; relación temática, no atribución de identidad.",https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s009,cab-001-046_cab-001-046_s009_r001,cédula,isMentionedIn,cab-001-046_s009,explicit,high,Fuente normativa identificada en el segmento.,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s010,cab-001-046_cab-001-046_s010_r001,cédula,isMentionedIn,cab-001-046_s010,explicit,high,Fuente normativa identificada en el segmento.,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s011,cab-001-046_cab-001-046_s011_r001,cédula,isMentionedIn,cab-001-046_s011,explicit,high,Fuente normativa identificada en el segmento.,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s011,cab-001-046_cab-001-046_s011_r002,cédula,concernsCategory,judios,explicit,medium,"Coocurrencia normativa; relación temática, no atribución de identidad.",https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s011,cab-001-046_cab-001-046_s011_r003,cédula,concernsCategory,indios,explicit,medium,"Coocurrencia normativa; relación temática, no atribución de identidad.",https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s012,cab-001-046_cab-001-046_s012_r001,titulo,isMentionedIn,cab-001-046_s012,explicit,high,Fuente normativa identificada en el segmento.,https://zasqua.org/co-ahrb-cab-001-d046/
co-ahrb-cab-001-d0046,cab-001-046_s013,cab-001-046_cab-001-046_s013_r001,cab-001-046_s013,invokesConcept,República,explicit,high,,https://zasqua.org/co-ahrb-cab-001-d046/
