document,report_file,conforms,severity,focus_node,source_shape,constraint,result_path,value,message
cab-001-002,build/shacl_reports_quality_inferred/cab-001-002.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s004_a006,_:n69242f18269544408c34743fead662abb12,sh:MinCountConstraintComponent,leco:appointsPerson,,No se ha identificado la persona nombrada.
cab-001-002,build/shacl_reports_quality_inferred/cab-001-002.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s004_a006,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s004_a006,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.
cab-001-002,build/shacl_reports_quality_inferred/cab-001-002.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s004_a003,_:n69242f18269544408c34743fead662abb3,sh:MinCountConstraintComponent,leco:withinJurisdiction,,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural."
cab-001-002,build/shacl_reports_quality_inferred/cab-001-002.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s005_a003,_:n69242f18269544408c34743fead662abb3,sh:MinCountConstraintComponent,leco:withinJurisdiction,,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural."
cab-001-002,build/shacl_reports_quality_inferred/cab-001-002.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s005_a001,_:n69242f18269544408c34743fead662abb3,sh:MinCountConstraintComponent,leco:withinJurisdiction,,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural."
cab-001-002,build/shacl_reports_quality_inferred/cab-001-002.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s005_a002,_:n69242f18269544408c34743fead662abb3,sh:MinCountConstraintComponent,leco:withinJurisdiction,,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural."
cab-001-002,build/shacl_reports_quality_inferred/cab-001-002.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s003_a002,_:n69242f18269544408c34743fead662abb3,sh:MinCountConstraintComponent,leco:withinJurisdiction,,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural."
cab-001-002,build/shacl_reports_quality_inferred/cab-001-002.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s004_a006,_:n69242f18269544408c34743fead662abb3,sh:MinCountConstraintComponent,leco:withinJurisdiction,,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural."
cab-001-002,build/shacl_reports_quality_inferred/cab-001-002.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d002/event_cab-001-002_cab-001-002_s004_a006,_:n69242f18269544408c34743fead662abb10,sh:MinCountConstraintComponent,leco:appointsToOffice,,No se ha identificado el oficio al que se realiza el nombramiento.
cab-001-003,build/shacl_reports_quality_inferred/cab-001-003.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d003/concept_use_cab-001-003_cab-001-003_s003_a005,_:n884c277bb3be491ab78ad30b6928de72b11,sh:MinCountConstraintComponent,leco:conceptUseJurisdiction,,El uso del concepto histórico no tiene todavía contexto jurisdiccional identificado.
cab-001-003,build/shacl_reports_quality_inferred/cab-001-003.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a001,_:n884c277bb3be491ab78ad30b6928de72b4,sh:MinCountConstraintComponent,leco:withinJurisdiction,,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural."
cab-001-003,build/shacl_reports_quality_inferred/cab-001-003.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s005_a003,_:n884c277bb3be491ab78ad30b6928de72b4,sh:MinCountConstraintComponent,leco:withinJurisdiction,,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural."
cab-001-003,build/shacl_reports_quality_inferred/cab-001-003.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s005_a003,_:n884c277bb3be491ab78ad30b6928de72b15,sh:MinCountConstraintComponent,leco:resultsInLegalArrangement,,El repartimiento no está enlazado todavía con el arreglo o régimen jurídico resultante.
cab-001-003,build/shacl_reports_quality_inferred/cab-001-003.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s005_a001,_:n884c277bb3be491ab78ad30b6928de72b4,sh:MinCountConstraintComponent,leco:withinJurisdiction,,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural."
cab-001-003,build/shacl_reports_quality_inferred/cab-001-003.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a001,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a001,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.
cab-001-003,build/shacl_reports_quality_inferred/cab-001-003.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s004_a006,_:n884c277bb3be491ab78ad30b6928de72b15,sh:MinCountConstraintComponent,leco:resultsInLegalArrangement,,El repartimiento no está enlazado todavía con el arreglo o régimen jurídico resultante.
cab-001-003,build/shacl_reports_quality_inferred/cab-001-003.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a002,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a002,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.
cab-001-003,build/shacl_reports_quality_inferred/cab-001-003.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s004_a006,_:n884c277bb3be491ab78ad30b6928de72b4,sh:MinCountConstraintComponent,leco:withinJurisdiction,,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural."
cab-001-003,build/shacl_reports_quality_inferred/cab-001-003.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s004_a006,https://w3id.org/leco/shapes/quality#JurisdictionalActParticipantQualityShape,sh:OrConstraintComponent,,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s004_a006,No se ha identificado ningún participante del acto. Mantener como incompletitud si la fuente no permite establecerlo.
cab-001-003,build/shacl_reports_quality_inferred/cab-001-003.ttl,True,Warning,https://w3id.org/leco/data/co-ahrb-cab-001-d003/event_cab-001-003_cab-001-003_s007_a002,_:n884c277bb3be491ab78ad30b6928de72b4,sh:MinCountConstraintComponent,leco:withinJurisdiction,,"No se ha identificado una jurisdicción para este acto. Es una laguna de completitud, no un error estructural."
