document_id,local_id,segment_id,annotation_id,surface,normalized,category,subtype,tei_element,evidence_status,certainty,start,end,note,source_url
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s001,cab-001-040_cab-001-040_s001_a001,Tunja,Tunja,place,historical_place,placeName,explicit,high,16,21,,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s001,cab-001-040_cab-001-040_s001_a002,19 noviembre de 1549,19 noviembre de 1549,date,calendar_date,date,explicit,high,25,45,,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s001,cab-001-040_cab-001-040_s001_a003,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,76,83,,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s001,cab-001-040_cab-001-040_s001_a004,Gómez de Cifuentes,Gómez de Cifuentes,person,historical_person,persName,explicit,high,105,123,,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s002,cab-001-040_cab-001-040_s002_a001,acordó,acordó,legal_or_procedural_act,decision,rs,explicit,high,8,14,,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s002,cab-001-040_cab-001-040_s002_a002,Santafé,Santafé,place,historical_place,placeName,explicit,high,45,52,,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s002,cab-001-040_cab-001-040_s002_a003,acordó,acordó,legal_or_procedural_act,decision,rs,explicit,high,81,87,,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s002,cab-001-040_cab-001-040_s002_a004,Domingo de Aguirre,Domingo de Aguirre,person,historical_person,persName,explicit,high,101,119,,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s003,cab-001-040_cab-001-040_s003_a001,Justicia y Regimiento,Justicia y Regimiento,institutional_body,cabildo_body,orgName,explicit,high,12,33,,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s003,cab-001-040_cab-001-040_s003_a002,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,48,55,,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s003,cab-001-040_cab-001-040_s003_a003,Tunja,Tunja,place,historical_place,placeName,explicit,high,72,77,,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s003,cab-001-040_cab-001-040_s003_a004,vecinos,vecinos,historical_social_legal_category,status_category,term,explicit,high,84,91,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s003,cab-001-040_cab-001-040_s003_a005,poder,poder,legal_or_procedural_act,grant_of_power,rs,explicit,high,104,109,,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s003,cab-001-040_cab-001-040_s003_a006,Miguel de Trujillo,Miguel de Trujillo,person,historical_person,persName,explicit,high,121,139,,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s003,cab-001-040_cab-001-040_s003_a007,corregidor,corregidor,role_or_office,office_or_procedural_role,rs,explicit,high,149,159,,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s003,cab-001-040_cab-001-040_s003_a008,ordenó,ordenó,legal_or_procedural_act,order_event,rs,explicit,high,179,185,,https://zasqua.org/co-ahrb-cab-001-d040/
co-ahrb-cab-001-d0040,cab-001-040,cab-001-040_s003,cab-001-040_cab-001-040_s003_a009,pregonar,pregonar,legal_or_procedural_act,proclamation,rs,explicit,high,186,194,,https://zasqua.org/co-ahrb-cab-001-d040/
