document_id,local_id,segment_id,annotation_id,surface,normalized,category,subtype,tei_element,evidence_status,certainty,start,end,note,source_url
co-ahrb-cab-001-d0039,cab-001-039,cab-001-039_s001,cab-001-039_cab-001-039_s001_a001,Tunja,Tunja,place,historical_place,placeName,explicit,high,0,5,,https://zasqua.org/co-ahrb-cab-001-d039/
co-ahrb-cab-001-d0039,cab-001-039,cab-001-039_s001,cab-001-039_cab-001-039_s001_a002,4 de Noviembre de 1549,4 de Noviembre de 1549,date,calendar_date,date,explicit,high,7,29,,https://zasqua.org/co-ahrb-cab-001-d039/
co-ahrb-cab-001-d0039,cab-001-039,cab-001-039_s002,cab-001-039_cab-001-039_s002_a001,Diego de Robles,Diego de Robles,person,historical_person,persName,explicit,high,4,19,,https://zasqua.org/co-ahrb-cab-001-d039/
co-ahrb-cab-001-d0039,cab-001-039,cab-001-039_s002,cab-001-039_cab-001-039_s002_a002,notificó,notificó,legal_or_procedural_act,notification,rs,explicit,high,20,28,,https://zasqua.org/co-ahrb-cab-001-d039/
co-ahrb-cab-001-d0039,cab-001-039,cab-001-039_s002,cab-001-039_cab-001-039_s002_a003,orden,orden,normative_source,order,rs,explicit,high,32,37,,https://zasqua.org/co-ahrb-cab-001-d039/
co-ahrb-cab-001-d0039,cab-001-039,cab-001-039_s002,cab-001-039_cab-001-039_s002_a004,Fray Diego Mynaya,Fray Diego Mynaya,person,historical_person,persName,explicit,high,47,64,,https://zasqua.org/co-ahrb-cab-001-d039/
co-ahrb-cab-001-d0039,cab-001-039,cab-001-039_s003,cab-001-039_cab-001-039_s003_a001,Alonso de Cabrera,Alonso de Cabrera,person,historical_person,persName,explicit,high,79,96,,https://zasqua.org/co-ahrb-cab-001-d039/
co-ahrb-cab-001-d0039,cab-001-039,cab-001-039_s003,cab-001-039_cab-001-039_s003_a002,Alcalde Ordinario,Alcalde Ordinario,role_or_office,office_or_procedural_role,rs,explicit,high,97,114,,https://zasqua.org/co-ahrb-cab-001-d039/
co-ahrb-cab-001-d0039,cab-001-039,cab-001-039_s003,cab-001-039_cab-001-039_s003_a003,Tunja,Tunja,place,historical_place,placeName,explicit,high,118,123,,https://zasqua.org/co-ahrb-cab-001-d039/
co-ahrb-cab-001-d0039,cab-001-039,cab-001-039_s003,cab-001-039_cab-001-039_s003_a004,presentó,presentó,legal_or_procedural_act,presentation,rs,explicit,high,127,135,,https://zasqua.org/co-ahrb-cab-001-d039/
co-ahrb-cab-001-d0039,cab-001-039,cab-001-039_s003,cab-001-039_cab-001-039_s003_a005,Fray Bernardino,Fray Bernardino,person,historical_person,persName,explicit,high,136,151,,https://zasqua.org/co-ahrb-cab-001-d039/
co-ahrb-cab-001-d0039,cab-001-039,cab-001-039_s003,cab-001-039_cab-001-039_s003_a006,provisión,provisión,normative_source,provision,rs,explicit,high,168,177,,https://zasqua.org/co-ahrb-cab-001-d039/
co-ahrb-cab-001-d0039,cab-001-039,cab-001-039_s003,cab-001-039_cab-001-039_s003_a007,Cap,Cap,role_or_office,office_or_procedural_role,rs,explicit,high,273,276,,https://zasqua.org/co-ahrb-cab-001-d039/
co-ahrb-cab-001-d0039,cab-001-039,cab-001-039_s003,cab-001-039_cab-001-039_s003_a008,Gonzalo Suárez,Gonzalo Suárez,person,historical_person,persName,explicit,high,277,291,,https://zasqua.org/co-ahrb-cab-001-d039/
co-ahrb-cab-001-d0039,cab-001-039,cab-001-039_s003,cab-001-039_cab-001-039_s003_a009,capitan,capitan,role_or_office,office_or_procedural_role,rs,explicit,high,296,303,,https://zasqua.org/co-ahrb-cab-001-d039/
