document_id,local_id,segment_id,annotation_id,surface,normalized,category,subtype,tei_element,evidence_status,certainty,start,end,note,source_url
co-ahrb-cab-001-d0056,cab-001-056,cab-001-056_s001,cab-001-056_cab-001-056_s001_a001,Tunja,Tunja,place,historical_place,placeName,explicit,high,0,5,,https://zasqua.org/co-ahrb-cab-001-d056/
co-ahrb-cab-001-d0056,cab-001-056,cab-001-056_s001,cab-001-056_cab-001-056_s001_a002,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,7,14,,https://zasqua.org/co-ahrb-cab-001-d056/
co-ahrb-cab-001-d0056,cab-001-056,cab-001-056_s001,cab-001-056_cab-001-056_s001_a003,19 noviembre de 1550,19 noviembre de 1550,date,calendar_date,date,explicit,high,15,35,,https://zasqua.org/co-ahrb-cab-001-d056/
co-ahrb-cab-001-d0056,cab-001-056,cab-001-056_s002,cab-001-056_cab-001-056_s002_a001,aprobó,aprobó,legal_or_procedural_act,approval,rs,explicit,high,19,25,,https://zasqua.org/co-ahrb-cab-001-d056/
co-ahrb-cab-001-d0056,cab-001-056,cab-001-056_s002,cab-001-056_cab-001-056_s002_a002,pena,pena,legal_or_procedural_act,penalty,rs,explicit,high,91,95,,https://zasqua.org/co-ahrb-cab-001-d056/
co-ahrb-cab-001-d0056,cab-001-056,cab-001-056_s003,cab-001-056_cab-001-056_s003_a001,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,8,15,,https://zasqua.org/co-ahrb-cab-001-d056/
co-ahrb-cab-001-d0056,cab-001-056,cab-001-056_s003,cab-001-056_cab-001-056_s003_a002,vecinos,vecinos,historical_social_legal_category,status_category,term,explicit,high,59,66,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d056/
co-ahrb-cab-001-d0056,cab-001-056,cab-001-056_s003,cab-001-056_cab-001-056_s003_a003,pena,pena,legal_or_procedural_act,penalty,rs,explicit,high,129,133,,https://zasqua.org/co-ahrb-cab-001-d056/
co-ahrb-cab-001-d0056,cab-001-056,cab-001-056_s004,cab-001-056_cab-001-056_s004_a001,ordenó,ordenó,legal_or_procedural_act,order_event,rs,explicit,high,81,87,,https://zasqua.org/co-ahrb-cab-001-d056/
co-ahrb-cab-001-d0056,cab-001-056,cab-001-056_s005,cab-001-056_cab-001-056_s005_a001,cabildo,cabildo,institution,cabildo,orgName,explicit,high,8,15,,https://zasqua.org/co-ahrb-cab-001-d056/
co-ahrb-cab-001-d0056,cab-001-056,cab-001-056_s005,cab-001-056_cab-001-056_s005_a002,acordó,acordó,legal_or_procedural_act,decision,rs,explicit,high,19,25,,https://zasqua.org/co-ahrb-cab-001-d056/
co-ahrb-cab-001-d0056,cab-001-056,cab-001-056_s005,cab-001-056_cab-001-056_s005_a003,mandó,mandó,legal_or_procedural_act,order_event,rs,explicit,high,82,87,,https://zasqua.org/co-ahrb-cab-001-d056/
co-ahrb-cab-001-d0056,cab-001-056,cab-001-056_s005,cab-001-056_cab-001-056_s005_a004,repartimientos,repartimientos,legal_or_procedural_act,repartimiento,rs,explicit,high,101,115,,https://zasqua.org/co-ahrb-cab-001-d056/
co-ahrb-cab-001-d0056,cab-001-056,cab-001-056_s005,cab-001-056_cab-001-056_s005_a005,pobres,pobres,historical_social_legal_category,social_category,term,explicit,high,122,128,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d056/
