document_id,local_id,segment_id,annotation_id,surface,normalized,category,subtype,tei_element,evidence_status,certainty,start,end,note,source_url
co-ahrb-cab-001-d003,cab-001-003,cab-001-003_s001,cab-001-003_cab-001-003_s001_a001,3 de Septiembre de 1547,3 de Septiembre de 1547,date,calendar_date,date,explicit,high,0,23,,https://zasqua.org/co-ahrb-cab-001-d003/
co-ahrb-cab-001-d003,cab-001-003,cab-001-003_s002,cab-001-003_cab-001-003_s002_a001,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,8,15,,https://zasqua.org/co-ahrb-cab-001-d003/
co-ahrb-cab-001-d003,cab-001-003,cab-001-003_s002,cab-001-003_cab-001-003_s002_a002,Garcia Maldonado,Garcia Maldonado,person,historical_person,persName,explicit,high,41,57,,https://zasqua.org/co-ahrb-cab-001-d003/
co-ahrb-cab-001-d003,cab-001-003,cab-001-003_s002,cab-001-003_cab-001-003_s002_a003,Pedro Vazquez,Pedro Vazquez,person,historical_person,persName,explicit,high,60,73,,https://zasqua.org/co-ahrb-cab-001-d003/
co-ahrb-cab-001-d003,cab-001-003,cab-001-003_s002,cab-001-003_cab-001-003_s002_a004,Alcaldes Ordinarios,Alcaldes Ordinarios,role_or_office,office_or_procedural_role,rs,explicit,high,74,93,,https://zasqua.org/co-ahrb-cab-001-d003/
co-ahrb-cab-001-d003,cab-001-003,cab-001-003_s003,cab-001-003_cab-001-003_s003_a001,Juan de Horosco,Juan de Horosco,person,historical_person,persName,explicit,high,0,15,,https://zasqua.org/co-ahrb-cab-001-d003/
co-ahrb-cab-001-d003,cab-001-003,cab-001-003_s003,cab-001-003_cab-001-003_s003_a002,Miguel de Trujillo,Miguel de Trujillo,person,historical_person,persName,explicit,high,17,35,,https://zasqua.org/co-ahrb-cab-001-d003/
co-ahrb-cab-001-d003,cab-001-003,cab-001-003_s003,cab-001-003_cab-001-003_s003_a003,Hernando de Rojas,Hernando de Rojas,person,historical_person,persName,explicit,high,37,54,,https://zasqua.org/co-ahrb-cab-001-d003/
co-ahrb-cab-001-d003,cab-001-003,cab-001-003_s003,cab-001-003_cab-001-003_s003_a004,Regidores,Regidores,role_or_office,office_or_procedural_role,rs,explicit,high,55,64,,https://zasqua.org/co-ahrb-cab-001-d003/
co-ahrb-cab-001-d003,cab-001-003,cab-001-003_s003,cab-001-003_cab-001-003_s003_a005,real servicio,real servicio,historical_concept,real_service,term,explicit,high,99,112,,https://zasqua.org/co-ahrb-cab-001-d003/
co-ahrb-cab-001-d003,cab-001-003,cab-001-003_s004,cab-001-003_cab-001-003_s004_a001,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,8,15,,https://zasqua.org/co-ahrb-cab-001-d003/
co-ahrb-cab-001-d003,cab-001-003,cab-001-003_s004,cab-001-003_cab-001-003_s004_a002,Cabildo Justicia y Regimiento,Cabildo Justicia y Regimiento,institution,cabildo,orgName,explicit,high,55,84,,https://zasqua.org/co-ahrb-cab-001-d003/
