document_id,local_id,segment_id,annotation_id,surface,normalized,category,subtype,tei_element,evidence_status,certainty,start,end,note,source_url
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s001,cab-001-011_cab-001-011_s001_a001,Tunja,Tunja,place,historical_place,placeName,explicit,high,16,21,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s001,cab-001-011_cab-001-011_s001_a002,16 de Mayo 1548,16 de Mayo 1548,date,calendar_date,date,explicit,high,30,45,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s001,cab-001-011_cab-001-011_s001_a003,Cabildo Justicia y Regimiento,Cabildo Justicia y Regimiento,institution,cabildo,orgName,explicit,high,77,106,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s001,cab-001-011_cab-001-011_s001_a004,acordaron,acordaron,legal_or_procedural_act,decision,rs,explicit,high,115,124,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s001,cab-001-011_cab-001-011_s001_a005,prohibir,prohibir,legal_or_procedural_act,prohibition,rs,explicit,high,125,133,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s001,cab-001-011_cab-001-011_s001_a006,vecinos,vecinos,historical_social_legal_category,status_category,term,explicit,high,140,147,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s001,cab-001-011_cab-001-011_s001_a007,pena,pena,legal_or_procedural_act,penalty,rs,explicit,high,230,234,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s002,cab-001-011_cab-001-011_s002_a001,ordenó,ordenó,legal_or_procedural_act,order_event,rs,explicit,high,3,9,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s002,cab-001-011_cab-001-011_s002_a002,pregonar,pregonar,legal_or_procedural_act,proclamation,rs,explicit,high,10,18,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s003,cab-001-011_cab-001-011_s003_a001,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,8,15,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s003,cab-001-011_cab-001-011_s003_a002,cobro,cobro,legal_or_procedural_act,collection,rs,explicit,high,61,66,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s003,cab-001-011_cab-001-011_s003_a003,Cerinza,Cerinza,place,historical_place,placeName,explicit,high,110,117,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s003,cab-001-011_cab-001-011_s003_a004,Indios,Indios,historical_social_legal_category,colonial_legal_social_category,term,explicit,high,135,141,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s003,cab-001-011_cab-001-011_s003_a005,Honzaga,Honzaga,place,historical_place,placeName,explicit,high,145,152,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s004,cab-001-011_cab-001-011_s004_a001,Hernán Suarez de Villalobos,Hernán Suarez de Villalobos,person,historical_person,persName,explicit,high,22,49,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s004,cab-001-011_cab-001-011_s004_a002,Regidor,Regidor,role_or_office,office_or_procedural_role,rs,explicit,high,50,57,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s004,cab-001-011_cab-001-011_s004_a003,penas,penas,legal_or_procedural_act,penalty,rs,explicit,high,67,72,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s004,cab-001-011_cab-001-011_s004_a004,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,97,104,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s004,cab-001-011_cab-001-011_s004_a005,naturales,naturales,historical_social_legal_category,colonial_legal_social_category,term,explicit,high,143,152,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s004,cab-001-011_cab-001-011_s004_a006,colonos,colonos,historical_social_legal_category,colonial_social_category,term,explicit,high,166,173,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s004,cab-001-011_cab-001-011_s004_a007,Españoles,Españoles,historical_social_legal_category,colonial_social_category,term,explicit,high,174,183,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s004,cab-001-011_cab-001-011_s004_a008,leyes,leyes,normative_source,laws,rs,explicit,high,202,207,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s005,cab-001-011_cab-001-011_s005_a001,Juan de Horozco,Juan de Horozco,person,historical_person,persName,explicit,high,4,19,,https://zasqua.org/co-ahrb-cab-001-d0011/
co-ahrb-cab-001-d0011,cab-001-011,cab-001-011_s005,cab-001-011_cab-001-011_s005_a002,Regidor,Regidor,role_or_office,office_or_procedural_role,rs,explicit,high,21,28,,https://zasqua.org/co-ahrb-cab-001-d0011/
