document_id,local_id,segment_id,annotation_id,surface,normalized,category,subtype,tei_element,evidence_status,certainty,start,end,note,source_url
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s001,cab-001-007_cab-001-007_s001_a001,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,17,24,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s001,cab-001-007_cab-001-007_s001_a002,Justicia y Regimiento,Justicia y Regimiento,institutional_body,cabildo_body,orgName,explicit,high,26,47,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s001,cab-001-007_cab-001-007_s001_a003,poder,poder,legal_or_procedural_act,grant_of_power,rs,explicit,high,59,64,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s001,cab-001-007_cab-001-007_s001_a004,Procuradores,Procuradores,role_or_office,office_or_procedural_role,rs,explicit,high,68,80,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s001,cab-001-007_cab-001-007_s001_a005,Alonso Tellez,Alonso Tellez,person,historical_person,persName,explicit,high,110,123,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s001,cab-001-007_cab-001-007_s001_a006,Tunja,Tunja,place,historical_place,placeName,explicit,high,171,176,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s001,cab-001-007_cab-001-007_s001_a007,Real Audiencia de Santafé,Real Audiencia de Santafé,institution,audiencia,orgName,explicit,high,186,211,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s001,cab-001-007_cab-001-007_s001_a008,Provisión,Provisión,normative_source,provision,rs,explicit,high,213,222,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s001,cab-001-007_cab-001-007_s001_a009,1 de diciembre de 1547,1 de diciembre de 1547,date,calendar_date,date,explicit,high,233,255,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s002,cab-001-007_cab-001-007_s002_a001,suplicas,suplicas,legal_or_procedural_act,supplication,rs,explicit,high,50,58,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s002,cab-001-007_cab-001-007_s002_a002,apelaciones,apelaciones,legal_or_procedural_act,appeal,rs,explicit,high,60,71,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s002,cab-001-007_cab-001-007_s002_a003,leyes,leyes,normative_source,laws,rs,explicit,high,134,139,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s002,cab-001-007_cab-001-007_s002_a004,su Magestad,su Magestad,historical_concept,majesty,term,explicit,high,143,154,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s002,cab-001-007_cab-001-007_s002_a005,naturales,naturales,historical_social_legal_category,colonial_legal_social_category,term,explicit,high,194,203,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s002,cab-001-007_cab-001-007_s002_a006,colonos,colonos,historical_social_legal_category,colonial_social_category,term,explicit,high,213,220,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s002,cab-001-007_cab-001-007_s002_a007,vecinos,vecinos,historical_social_legal_category,status_category,term,explicit,high,242,249,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s002,cab-001-007_cab-001-007_s002_a008,Nuevo Reino de Granada,Nuevo Reino de Granada,place,historical_place,placeName,explicit,high,254,276,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s003,cab-001-007_cab-001-007_s003_a001,cabildo,cabildo,institution,cabildo,orgName,explicit,high,17,24,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s003,cab-001-007_cab-001-007_s003_a002,juramento,juramento,legal_or_procedural_act,oath,rs,explicit,high,49,58,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s003,cab-001-007_cab-001-007_s003_a003,fidelidad,fidelidad,historical_concept,fidelity,term,explicit,high,62,71,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s003,cab-001-007_cab-001-007_s003_a004,Procuradores Generales,Procuradores Generales,role_or_office,office_or_procedural_role,rs,explicit,high,82,104,,https://zasqua.org/co-ahrb-cab-001-d007/
co-ahrb-cab-001-d007,cab-001-007,cab-001-007_s003,cab-001-007_cab-001-007_s003_a005,poder de representación,poder de representación,legal_or_procedural_act,power_of_representation,rs,explicit,high,132,155,,https://zasqua.org/co-ahrb-cab-001-d007/
