document_id,segment_id,relation_id,subject,predicate,object,basis,certainty,note,source_url
co-ahrb-cab-001-d004,cab-001-004_s002,cab-001-004_cab-001-004_s002_r001,auto,isMentionedIn,cab-001-004_s002,explicit,high,Fuente normativa identificada en el segmento.,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s002,cab-001-004_cab-001-004_s002_r002,auto,concernsCategory,vecinos,explicit,medium,"Coocurrencia normativa; relación temática, no atribución de identidad.",https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s002,cab-001-004_cab-001-004_s002_r003,cab-001-004_s002,containsLegalAct,proclamation,explicit,high,Expresión: pregón,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s002,cab-001-004_cab-001-004_s002_r004,cab-001-004_s002,containsLegalAct,order_event,explicit,high,Expresión: mandó,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s002,cab-001-004_cab-001-004_s002_r005,cab-001-004_s002,containsLegalAct,repartimiento,explicit,high,Expresión: Repartimiento,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s003,cab-001-004_cab-001-004_s003_r001,auto,isMentionedIn,cab-001-004_s003,explicit,high,Fuente normativa identificada en el segmento.,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s003,cab-001-004_cab-001-004_s003_r002,nuevas leyes,isMentionedIn,cab-001-004_s003,explicit,high,Fuente normativa identificada en el segmento.,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s003,cab-001-004_cab-001-004_s003_r003,Hernan Suárez de Villalobos,performsAct,Appeal,inferred,medium,La relación se deriva de la construcción verbal de apelación; validar sujeto gramatical.,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s003,cab-001-004_cab-001-004_s003_r004,Cabildo/autoridad implícita,grantsPowerTo,Hernan Suárez de Villalobos,inferred,medium,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s003,cab-001-004_cab-001-004_s003_r005,auto,concernsCategory,indios,explicit,medium,"Coocurrencia normativa; relación temática, no atribución de identidad.",https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s003,cab-001-004_cab-001-004_s003_r006,nuevas leyes,concernsCategory,indios,explicit,medium,"Coocurrencia normativa; relación temática, no atribución de identidad.",https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s003,cab-001-004_cab-001-004_s003_r007,cab-001-004_s003,containsLegalAct,grant_of_power,explicit,high,Expresión: poder,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s004,cab-001-004_cab-001-004_s004_r001,Juan Rodriguez,holdsOrPerformsRole,diputados,explicit,medium,Proximidad textual entre nombre y oficio/rol; requiere revisión histórica si la sintaxis es ambigua.,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s004,cab-001-004_cab-001-004_s004_r002,Diego de Paredes,holdsOrPerformsRole,diputados,explicit,medium,Proximidad textual entre nombre y oficio/rol; requiere revisión histórica si la sintaxis es ambigua.,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s005,cab-001-004_cab-001-004_s005_r001,cab-001-004_s005,containsLegalAct,order_event,explicit,high,Expresión: mandó,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s007,cab-001-004_cab-001-004_s007_r001,cab-001-004_s007,containsLegalAct,presentation,explicit,high,Expresión: presentó,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s007,cab-001-004_cab-001-004_s007_r002,cab-001-004_s007,containsLegalAct,petition,explicit,high,Expresión: petición,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s008,cab-001-004_cab-001-004_s008_r001,mandamiento,isMentionedIn,cab-001-004_s008,explicit,high,Fuente normativa identificada en el segmento.,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s008,cab-001-004_cab-001-004_s008_r002,cab-001-004_s008,containsLegalAct,presentation,explicit,high,Expresión: presentó,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s008,cab-001-004_cab-001-004_s008_r003,cab-001-004_s008,containsLegalAct,repartimiento,explicit,high,Expresión: repartimientos,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s009,cab-001-004_cab-001-004_s009_r001,Pedro de Arevalo,presentsOrRequests,Petition,explicit,high,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s009,cab-001-004_cab-001-004_s009_r002,cab-001-004_s009,containsLegalAct,presentation,explicit,high,Expresión: presentó,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s009,cab-001-004_cab-001-004_s009_r003,cab-001-004_s009,containsLegalAct,petition,explicit,high,Expresión: petición,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s010,cab-001-004_cab-001-004_s010_r001,Martin de San Juan,holdsOrPerformsRole,Alquacil,explicit,medium,Proximidad textual entre nombre y oficio/rol; requiere revisión histórica si la sintaxis es ambigua.,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s010,cab-001-004_cab-001-004_s010_r002,Martin de San Juan,presentsOrRequests,Petition,explicit,high,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s010,cab-001-004_cab-001-004_s010_r003,cab-001-004_s010,containsLegalAct,presentation,explicit,high,Expresión: presentó,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s010,cab-001-004_cab-001-004_s010_r004,cab-001-004_s010,containsLegalAct,petition,explicit,high,Expresión: petición,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s011,cab-001-004_cab-001-004_s011_r001,Juan de Padilla,holdsOrPerformsRole,escribano público,explicit,medium,Proximidad textual entre nombre y oficio/rol; requiere revisión histórica si la sintaxis es ambigua.,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s011,cab-001-004_cab-001-004_s011_r002,Justicia y Regimiento,appointsOrDesignates,Juan de Padilla,explicit,medium,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s011,cab-001-004_cab-001-004_s011_r003,cab-001-004_s011,containsLegalAct,decision,explicit,high,Expresión: acordaron,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004_s011,cab-001-004_cab-001-004_s011_r004,cab-001-004_s011,containsLegalAct,appointment,explicit,high,Expresión: nombrar,https://zasqua.org/co-ahrb-cab-001-d004/
