document_id,local_id,segment_id,annotation_id,surface,normalized,category,subtype,tei_element,evidence_status,certainty,start,end,note,source_url
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s001,cab-001-004_cab-001-004_s001_a001,Tunja,Tunja,place,historical_place,placeName,explicit,high,0,5,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s001,cab-001-004_cab-001-004_s001_a002,26 de Septimbre 1547,26 de Septimbre 1547,date,calendar_date,date,explicit,high,7,27,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s002,cab-001-004_cab-001-004_s002_a001,Cabildo,Cabildo,institution,cabildo,orgName,explicit,high,8,15,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s002,cab-001-004_cab-001-004_s002_a002,Justicia y Regimiento,Justicia y Regimiento,institutional_body,cabildo_body,orgName,explicit,high,28,49,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s002,cab-001-004_cab-001-004_s002_a003,pregón,pregón,legal_or_procedural_act,proclamation,rs,explicit,high,69,75,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s002,cab-001-004_cab-001-004_s002_a004,auto,auto,normative_source,auto,rs,explicit,high,82,86,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s002,cab-001-004_cab-001-004_s002_a005,mandó,mandó,legal_or_procedural_act,order_event,rs,explicit,high,112,117,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s002,cab-001-004_cab-001-004_s002_a006,Gobernador,Gobernador,role_or_office,office_or_procedural_role,rs,explicit,high,147,157,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s002,cab-001-004_cab-001-004_s002_a007,vecinos,vecinos,historical_social_legal_category,status_category,term,explicit,high,175,182,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s002,cab-001-004_cab-001-004_s002_a008,Repartimiento,Repartimiento,legal_or_procedural_act,repartimiento,rs,explicit,high,187,200,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s003,cab-001-004_cab-001-004_s003_a001,poder,poder,legal_or_procedural_act,grant_of_power,rs,explicit,high,10,15,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s003,cab-001-004_cab-001-004_s003_a002,Hernan Suárez de Villalobos,Hernan Suárez de Villalobos,person,historical_person,persName,explicit,high,18,45,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s003,cab-001-004_cab-001-004_s003_a003,auto,auto,normative_source,auto,rs,explicit,high,97,101,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s003,cab-001-004_cab-001-004_s003_a004,nuevas leyes,nuevas leyes,normative_source,new_laws,rs,explicit,high,116,128,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s003,cab-001-004_cab-001-004_s003_a005,indios,indios,historical_social_legal_category,colonial_legal_social_category,term,explicit,high,147,153,Categoría histórica del texto; no equivale automáticamente a una clase contemporánea de persona.,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s004,cab-001-004_cab-001-004_s004_a001,diputados,diputados,role_or_office,office_or_procedural_role,rs,explicit,high,15,24,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s004,cab-001-004_cab-001-004_s004_a002,Juan Rodriguez,Juan Rodriguez,person,historical_person,persName,explicit,high,25,39,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s004,cab-001-004_cab-001-004_s004_a003,Diego de Paredes,Diego de Paredes,person,historical_person,persName,explicit,high,41,57,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s005,cab-001-004_cab-001-004_s005_a001,2 de Septiembre 1547,2 de Septiembre 1547,date,calendar_date,date,explicit,high,0,20,,https://zasqua.org/co-ahrb-cab-001-d004/
co-ahrb-cab-001-d004,cab-001-004,cab-001-004_s005,cab-001-004_cab-001-004_s005_a002,teniente,teniente,role_or_office,office_or_procedural_role,rs,explicit,high,64,72,,https://zasqua.org/co-ahrb-cab-001-d004/
